311,70
320,527
1066,206
221,560
1233,677
1049,165
1042,868
1143,333
1158,268
472,96
1256,894
224,887
565,821
391,65
1081,505
925,334
131,665
1094,410
761,224
818,205
609,43
677,700
738,613
927,719
582,318
808,716
960,472
28,437
946,563
803,311
33,593
850,311
364,521
502,884
856,614
1310,232
661,284
212,35
924,868
502,626
107,523
445,79
808,570
803,703
877,334
181,22
980,28
1245,415
502,716
947,86
107,380
1039,595
743,880
271,595
745,73
559,529
1173,889
78,829
105,782
115,369
1118,389
917,707
364,378
813,131
405,229
321,264
492,653
11,362
633,700
408,738
510,371
537,815
1277,749
187,222
50,497
875,16
599,827
1086,255
1064,156
1064,604
902,569
454,280
639,70
1200,36
107,878
986,806
137,374
1102,149
739,292
830,626
191,439
221,446
455,863
1173,247
1069,589
624,838
1176,876
880,35
499,373
353,82
632,808
1206,68
541,397
321,179
30,232
879,122
241,305
1061,5
295,343
512,879
937,343
164,43
1305,539
610,266
551,548
454,28
661,386
994,340
1280,61
671,70
618,373
462,718
980,638
281,36
460,497
338,884
1295,824
393,729
879,772
502,268
1009,154
386,868
447,227
1138,542
296,609
1310,11
408,530
897,761
192,53
981,698
54,166
1064,390
147,415
587,29
1064,856
537,596
1173,647
1020,563
774,241
684,457
654,11
1111,86
798,879
559,813
1158,716
192,176
415,732
842,752
115,77
82,325
1097,621
966,598
423,92
1119,119
60,575
1071,499
539,817
395,596
1280,662
383,609
873,822
1215,813
162,241
857,840
763,859
1305,162
728,240
350,586
231,81
739,740
242,868
534,114
877,448
453,840
1215,386
1265,407
487,781
152,716
629,516
353,890
1256,0
1285,452
902,156
502,324
1228,613
706,588
115,817
576,513
1086,120
1129,834
919,289
629,442
950,47
686,838
1183,568
994,100
498,815
334,880
373,372
830,268
1071,268
137,520
869,845
599,515
599,47
577,604
348,828
902,290
430,828
440,515
1168,431
339,252
957,82
971,252
710,894
333,732
838,96
1272,332
102,127
1145,849
1019,826
217,495
119,558
1268,733
1039,609
377,551
701,43
982,683
325,572
1260,812
1274,112
290,597
1068,138
547,563
1237,672
343,70
137,140
50,588
454,614
118,205
498,367
353,378
835,88
114,859
1158,772
1145,362
1183,639
169,67
711,67
1226,868
1268,833
301,789
677,642
995,763
582,576
316,554
904,138
339,642
1304,527
22,422
1129,872
460,728
454,168
1196,411
763,331
58,292
1227,350
65,483
848,841
729,0
634,427
1195,77
1149,84
140,544
933,551
200,728
985,124
656,11
545,616
459,677
957,341
1103,652
1119,455
107,688
104,826
1101,74
325,124
1227,740
502,10
1203,523
527,7
1158,570
290,821
1207,346
1242,763
1064,56
194,728
431,122
1068,868
435,16
611,242
462,53
115,525
161,84
462,885
541,497
788,654
1123,224
1120,567
249,5
771,817
1154,544
405,889
561,572
994,794
396,91
729,672
869,273
542,306
644,759
1247,381
1020,73
1165,508
1094,415
736,595
801,60
907,534
1308,246
872,31
207,652
1118,837
30,609
887,92
595,458
895,732
1064,38
82,613
1128,544
325,362
85,122
1146,43
454,224
517,199
433,446
1212,408
1163,583
5,732
589,710
364,891
1203,75
1033,679
480,626
865,255
246,200
316,359
1052,131
438,484
15,70
982,470
609,851
609,372
194,807
900,688
981,124
957,553
1247,183
507,31
1233,290
1232,392
1089,560
982,502
134,428
600,0
1193,752
459,665
1020,740
316,100
328,22
1305,508
126,894
895,716
328,424
550,516
880,66
1265,191
1274,821
446,653
393,184
902,604
787,665
856,280
1068,26
1310,502
1056,206
1174,786
1091,155
855,438
348,380
927,623
759,548
972,458
191,775
792,786
648,73
851,677
604,588
1280,659
986,190
1119,775
455,326
187,224
1086,319
165,700
612,61
705,215
582,654
581,224
1196,483
364,331
441,49
831,26
902,255
488,306
869,621
371,204
878,516
107,75
768,515
835,523
989,264
117,703
971,28
221,672
678,586
745,821
599,399
1274,597
273,47
145,386
1066,0
1200,31
135,327
986,88
328,683
589,483
1260,497
59,458
1195,525
1304,821
1091,739
957,452
358,733
1170,544
1110,222
856,149
1168,655
788,543
664,715
1089,448
118,653
960,250
22,472
485,60
373,522
888,532
244,894
576,138
728,576
147,479
324,88
28,101
681,292
612,833
209,291
387,346
898,756
1279,439
967,824
371,718
1111,120
893,73
1089,224
698,61
261,710
316,116
1168,239
315,642
1225,122
1195,817
246,738
224,639
1121,247
581,222
1223,630
338,564
152,10
271,609
594,270
242,474
350,250
194,280
261,165
222,378
493,717
410,771
743,462
739,544
423,372
358,609
1278,623
662,73
1252,602
224,774
469,346
213,621
224,319
454,390
1039,299
263,39
1274,521
570,302
788,351
177,274
229,389
36,521
773,703
763,819
527,886
986,28
656,883
137,72
855,86
711,515
1203,483
423,81
946,292
541,845
1019,516
329,250
142,879
1111,422
1158,535
463,439
165,208
848,885
480,402
25,442
432,516
145,162
221,334
25,292
95,365
98,408
1193,372
565,73

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
