--- scanner 0 ---
-954,737,441
17,148,31
591,-459,538
-499,-409,-863
665,-488,517
-119,39,-120
-522,665,-635
-636,666,-453
496,766,-417
488,-465,591
-934,770,578
-554,-401,-805
554,-393,-544
792,786,733

--- scanner 28 ---
875,474,732
751,669,-640
-354,949,-878
-553,986,-871
567,-363,592
894,-337,-815
-322,-415,-682
786,-364,-722
679,761,-750
-346,603,885
-375,-418,576
492,-334,586
-419,-490,494
902,-282,-642
560,-373,535
702,557,-769
17,32,-102
-309,425,877
-335,-280,-784
-417,563,824
-328,-250,-663
106,126,67
815,410,807
-316,-570,505
823,424,663
-456,959,-777

--- scanner 29 ---
-741,-481,-792
-625,503,-421
431,449,245
585,319,-378
460,-572,554
-482,-517,538
512,336,-367
-738,270,467
-790,320,398
-574,543,-588
504,-644,636
-693,-540,-696
881,-472,-596
564,370,-525
401,-724,625
-730,256,323
853,-428,-411
-672,-553,-814
-475,-527,595
502,409,306
-23,-53,-119
-407,-488,544
-595,419,-588
838,-501,-549
394,271,253

--- scanner 30 ---
850,573,-382
-386,-445,574
810,650,-487
807,464,-491
425,667,659
631,651,711
353,-371,673
-781,-369,-563
-746,-285,-419
-771,932,682
-632,-348,-463
-629,561,-652
336,-301,499
-419,-437,586
426,-562,-682
482,-584,-874
-3,40,-88
-85,187,75
-693,532,-731
-569,-442,668
-787,534,-671
-699,946,479
-671,944,575
404,-347,477
504,638,724
420,-673,-815
